Concurent{id='421', punctaj=77}
Concurent{id='322', punctaj=53}
Concurent{id='327', punctaj=53}
Concurent{id='344', punctaj=53}
Concurent{id='475', punctaj=53}
Concurent{id='54', punctaj=53}
Concurent{id='80', punctaj=53}
Concurent{id='115', punctaj=52}
Concurent{id='140', punctaj=52}
Concurent{id='170', punctaj=52}
Concurent{id='183', punctaj=52}
Concurent{id='201', punctaj=52}
Concurent{id='235', punctaj=52}
Concurent{id='248', punctaj=52}
Concurent{id='262', punctaj=52}
Concurent{id='274', punctaj=52}
Concurent{id='280', punctaj=52}
Concurent{id='349', punctaj=52}
Concurent{id='396', punctaj=52}
Concurent{id='412', punctaj=52}
Concurent{id='43', punctaj=52}
Concurent{id='469', punctaj=52}
Concurent{id='471', punctaj=52}
Concurent{id='6', punctaj=52}
Concurent{id='60', punctaj=52}
Concurent{id='73', punctaj=52}
Concurent{id='79', punctaj=52}
Concurent{id='100', punctaj=51}
Concurent{id='123', punctaj=51}
Concurent{id='137', punctaj=51}
Concurent{id='17', punctaj=51}
Concurent{id='196', punctaj=51}
Concurent{id='21', punctaj=51}
Concurent{id='22', punctaj=51}
Concurent{id='249', punctaj=51}
Concurent{id='259', punctaj=51}
Concurent{id='283', punctaj=51}
Concurent{id='288', punctaj=51}
Concurent{id='301', punctaj=51}
Concurent{id='312', punctaj=51}
Concurent{id='314', punctaj=51}
Concurent{id='319', punctaj=51}
Concurent{id='363', punctaj=51}
Concurent{id='372', punctaj=51}
Concurent{id='4', punctaj=51}
Concurent{id='430', punctaj=51}
Concurent{id='121', punctaj=50}
Concurent{id='136', punctaj=50}
Concurent{id='141', punctaj=50}
Concurent{id='143', punctaj=50}
Concurent{id='153', punctaj=50}
Concurent{id='213', punctaj=50}
Concurent{id='219', punctaj=50}
Concurent{id='278', punctaj=50}
Concurent{id='290', punctaj=50}
Concurent{id='292', punctaj=50}
Concurent{id='30', punctaj=50}
Concurent{id='330', punctaj=50}
Concurent{id='337', punctaj=50}
Concurent{id='342', punctaj=50}
Concurent{id='362', punctaj=50}
Concurent{id='364', punctaj=50}
Concurent{id='377', punctaj=50}
Concurent{id='439', punctaj=50}
Concurent{id='445', punctaj=50}
Concurent{id='59', punctaj=50}
Concurent{id='83', punctaj=50}
Concurent{id='88', punctaj=50}
Concurent{id='95', punctaj=50}
Concurent{id='109', punctaj=49}
Concurent{id='125', punctaj=49}
Concurent{id='13', punctaj=49}
Concurent{id='131', punctaj=49}
Concurent{id='159', punctaj=49}
Concurent{id='2', punctaj=49}
Concurent{id='205', punctaj=49}
Concurent{id='246', punctaj=49}
Concurent{id='26', punctaj=49}
Concurent{id='268', punctaj=49}
Concurent{id='273', punctaj=49}
Concurent{id='308', punctaj=49}
Concurent{id='316', punctaj=49}
Concurent{id='32', punctaj=49}
Concurent{id='340', punctaj=49}
Concurent{id='384', punctaj=49}
Concurent{id='392', punctaj=49}
Concurent{id='394', punctaj=49}
Concurent{id='424', punctaj=49}
Concurent{id='436', punctaj=49}
Concurent{id='45', punctaj=49}
Concurent{id='460', punctaj=49}
Concurent{id='111', punctaj=48}
Concurent{id='120', punctaj=48}
Concurent{id='150', punctaj=48}
Concurent{id='160', punctaj=48}
Concurent{id='186', punctaj=48}
Concurent{id='194', punctaj=48}
Concurent{id='217', punctaj=48}
Concurent{id='229', punctaj=48}
Concurent{id='282', punctaj=48}
Concurent{id='299', punctaj=48}
Concurent{id='302', punctaj=48}
Concurent{id='371', punctaj=48}
Concurent{id='378', punctaj=48}
Concurent{id='408', punctaj=48}
Concurent{id='444', punctaj=48}
Concurent{id='459', punctaj=48}
Concurent{id='62', punctaj=48}
Concurent{id='76', punctaj=48}
Concurent{id='82', punctaj=48}
Concurent{id='145', punctaj=47}
Concurent{id='15', punctaj=47}
Concurent{id='157', punctaj=47}
Concurent{id='175', punctaj=47}
Concurent{id='209', punctaj=47}
Concurent{id='23', punctaj=47}
Concurent{id='285', punctaj=47}
Concurent{id='320', punctaj=47}
Concurent{id='374', punctaj=47}
Concurent{id='39', punctaj=47}
Concurent{id='74', punctaj=47}
Concurent{id='81', punctaj=47}
Concurent{id='11', punctaj=46}
Concurent{id='228', punctaj=46}
Concurent{id='234', punctaj=46}
Concurent{id='237', punctaj=46}
Concurent{id='260', punctaj=46}
Concurent{id='27', punctaj=46}
Concurent{id='304', punctaj=46}
Concurent{id='324', punctaj=46}
Concurent{id='379', punctaj=46}
Concurent{id='397', punctaj=46}
Concurent{id='427', punctaj=46}
Concurent{id='56', punctaj=46}
Concurent{id='61', punctaj=46}
Concurent{id='154', punctaj=45}
Concurent{id='18', punctaj=45}
Concurent{id='231', punctaj=45}
Concurent{id='240', punctaj=45}
Concurent{id='277', punctaj=45}
Concurent{id='286', punctaj=45}
Concurent{id='289', punctaj=45}
Concurent{id='294', punctaj=45}
Concurent{id='360', punctaj=45}
Concurent{id='376', punctaj=45}
Concurent{id='38', punctaj=45}
Concurent{id='426', punctaj=45}
Concurent{id='434', punctaj=45}
Concurent{id='44', punctaj=45}
Concurent{id='451', punctaj=45}
Concurent{id='465', punctaj=45}
Concurent{id='472', punctaj=45}
Concurent{id='48', punctaj=45}
Concurent{id='5', punctaj=45}
Concurent{id='63', punctaj=45}
Concurent{id='67', punctaj=45}
Concurent{id='7', punctaj=45}
Concurent{id='78', punctaj=45}
Concurent{id='133', punctaj=44}
Concurent{id='224', punctaj=44}
Concurent{id='263', punctaj=44}
Concurent{id='305', punctaj=44}
Concurent{id='414', punctaj=44}
Concurent{id='456', punctaj=44}
Concurent{id='457', punctaj=44}
Concurent{id='467', punctaj=44}
Concurent{id='87', punctaj=44}
Concurent{id='171', punctaj=43}
Concurent{id='176', punctaj=43}
Concurent{id='179', punctaj=43}
Concurent{id='252', punctaj=43}
Concurent{id='291', punctaj=43}
Concurent{id='298', punctaj=43}
Concurent{id='328', punctaj=43}
Concurent{id='348', punctaj=43}
Concurent{id='52', punctaj=43}
Concurent{id='104', punctaj=42}
Concurent{id='106', punctaj=42}
Concurent{id='107', punctaj=42}
Concurent{id='135', punctaj=42}
Concurent{id='184', punctaj=42}
Concurent{id='190', punctaj=42}
Concurent{id='214', punctaj=42}
Concurent{id='241', punctaj=42}
Concurent{id='256', punctaj=42}
Concurent{id='279', punctaj=42}
Concurent{id='315', punctaj=42}
Concurent{id='388', punctaj=42}
Concurent{id='404', punctaj=42}
Concurent{id='433', punctaj=42}
Concurent{id='446', punctaj=42}
Concurent{id='126', punctaj=41}
Concurent{id='261', punctaj=41}
Concurent{id='272', punctaj=41}
Concurent{id='28', punctaj=41}
Concurent{id='29', punctaj=41}
Concurent{id='293', punctaj=41}
Concurent{id='390', punctaj=41}
Concurent{id='398', punctaj=41}
Concurent{id='403', punctaj=41}
Concurent{id='410', punctaj=41}
Concurent{id='437', punctaj=41}
Concurent{id='146', punctaj=40}
Concurent{id='165', punctaj=40}
Concurent{id='195', punctaj=40}
Concurent{id='197', punctaj=40}
Concurent{id='325', punctaj=40}
Concurent{id='352', punctaj=40}
Concurent{id='432', punctaj=40}
Concurent{id='77', punctaj=40}
Concurent{id='96', punctaj=40}
Concurent{id='134', punctaj=39}
Concurent{id='162', punctaj=39}
Concurent{id='266', punctaj=39}
Concurent{id='339', punctaj=39}
Concurent{id='345', punctaj=39}
Concurent{id='373', punctaj=39}
Concurent{id='98', punctaj=39}
Concurent{id='101', punctaj=38}
Concurent{id='103', punctaj=38}
Concurent{id='105', punctaj=38}
Concurent{id='14', punctaj=38}
Concurent{id='300', punctaj=38}
Concurent{id='380', punctaj=38}
Concurent{id='385', punctaj=38}
Concurent{id='464', punctaj=38}
Concurent{id='114', punctaj=37}
Concurent{id='271', punctaj=37}
Concurent{id='306', punctaj=37}
Concurent{id='406', punctaj=37}
Concurent{id='411', punctaj=37}
Concurent{id='428', punctaj=37}
Concurent{id='442', punctaj=37}
Concurent{id='453', punctaj=37}
Concurent{id='47', punctaj=37}
Concurent{id='72', punctaj=37}
Concurent{id='405', punctaj=36}
Concurent{id='419', punctaj=36}
Concurent{id='89', punctaj=36}
Concurent{id='108', punctaj=35}
Concurent{id='161', punctaj=35}
Concurent{id='191', punctaj=35}
Concurent{id='413', punctaj=35}
Concurent{id='417', punctaj=35}
Concurent{id='75', punctaj=35}
Concurent{id='128', punctaj=34}
Concurent{id='132', punctaj=34}
Concurent{id='151', punctaj=34}
Concurent{id='192', punctaj=34}
Concurent{id='331', punctaj=34}
Concurent{id='53', punctaj=34}
Concurent{id='200', punctaj=33}
Concurent{id='313', punctaj=33}
Concurent{id='321', punctaj=33}
Concurent{id='365', punctaj=33}
Concurent{id='448', punctaj=33}
Concurent{id='454', punctaj=33}
Concurent{id='389', punctaj=32}
Concurent{id='69', punctaj=32}
Concurent{id='409', punctaj=31}
Concurent{id='148', punctaj=30}
Concurent{id='49', punctaj=29}
Concurent{id='347', punctaj=28}
Concurent{id='65', punctaj=27}
Concurent{id='281', punctaj=26}
Concurent{id='149', punctaj=25}
